doi,doi_agency_id,doi_agency_label
10.1097/qad.0000000000000544,NA,NA
10.2352/j.imagingscitechnol.2015.59.4.040402,NA,NA
10.2376/0003-925x-66-99,medra,mEDRA
10.1051/0004-6361/20143824,NA,NA
10.3978/j.issn.2072-1439.2015.06.14,istic,ISTIC
10.1055/s-1545730,NA,NA
10.1016/.yebeh.2015.08.002,NA,NA
10.1515/anglia-2015-0004,NA,NA
10.2376/0003-925x-66-74,medra,mEDRA
"10.5675/hywa_2015,3_3",NA,NA
10.1159/000369234,crossref,Crossref
10.1016/j.micromeso.2015.01:030,NA,NA
10.3290/j.qi.a32513,medra,mEDRA
10.1073/pnas.142304211,NA,NA
10.3389/fnins.7015.00321,NA,NA
10.2376/0003-925x-66-88,medra,mEDRA
10.1590/s0101-3172015000100008,NA,NA
10.1691/ph.2015.4083,medra,mEDRA
10.1016/j.jhep.2015.01,NA,NA
10.3389/fnhum.2015200476,NA,NA
10.1055/s-1546010,NA,NA
10.2216/09-35.1,NA,NA
10.1111/j1745-6592.2010.01294.x,NA,NA
10.1055/s-0030-1263192,NA,NA
10.1093/nar/gku1291fnorthern,NA,NA
10.2478/v10175.010.0039.x,NA,NA
10.1159/000375275,crossref,Crossref
10.1016/j.datak.2009.40.008,NA,NA
10.1097/eja.0b013e32832bba70,NA,NA
10.1090/proc/12621,NA,NA
10.3724/sp.j.1227.2010.00002,NA,NA
10.3856/vol38-issue3-fulltext-6,NA,NA
10.2143/rpl.113.2.3085164,medra,mEDRA
10.2376/0005-9366-128-271,medra,mEDRA
10.2450/2009-0111-09,NA,NA
10.2376/0003-925x-66-41,medra,mEDRA
10.3233/acp-clo-2010-0530,medra,mEDRA
10.7498/aps.64.134302,istic,ISTIC
10.2376/0005-9366-123-422,medra,mEDRA
10.1214/09.aop522,NA,NA
10.3906/kim-1003-396,crossref,Crossref
10.1002/mmnd.201000004,NA,NA
10.1515/gmj.2010.018,NA,NA
10.1021/acs.inorgchern.5b00513,NA,NA
10.2112/si51-002.1,NA,NA
10.1393/ncb/i2010-10858-6,medra,mEDRA
10.1186/1471-2105/11/445,NA,NA
10.1016/j.ddst.2015.05.013,NA,NA
10.2377/0023-2076-60-358,medra,mEDRA
10.1109/tdei.2014.004704,NA,NA
10.1063/1.49363301,NA,NA
10.3290/j.ohpd.a32680,medra,mEDRA
10.1021/n1503326t,NA,NA
10.2376/0005-9366-128-304,medra,mEDRA
10.3290/j.ohpd.a33920,medra,mEDRA
10.2376/0003-925x-66-107,medra,mEDRA
10.3290/j.qi.a33718,medra,mEDRA
10.2377/0023-2076-60-304,medra,mEDRA
10.1515/bot-2014-0086,NA,NA
10.7352/ijsp2015.46.137,NA,NA
10.1090/proc/12637,NA,NA
10.2376/0005-9366-128-20,medra,mEDRA
10.3220/lbf1440149868000,medra,mEDRA
10.3389/fnhurn.2015.00050,NA,NA
10.1159/000375192,crossref,Crossref
10.3978/j.issn.1000-9604.2015.04.04,istic,ISTIC
10.1293/tox.28.2014-0049,NA,NA
10.3389/fpsyg.2015.07631,NA,NA
10.1159/000375193,crossref,Crossref
10.1016/j.jacrosci.2015.05.010,NA,NA
10.3109/19396368.2015.1066901,NA,NA
10.3290/j.qi.a34552,medra,mEDRA
10.2377/0023-2076-60-244,medra,mEDRA
10.1063/1.49266611,NA,NA
10.1691/ph.2015.5555,medra,mEDRA
10.2376/0005-9366-128-252,medra,mEDRA
10.1002/smr458,NA,NA
10.1002/batc.201010042,NA,NA
10.1691/ph.2010.9233,medra,mEDRA
10.3933/applrheol-20-13018,datacite,DataCite
10.2376/0005-9366-123-119,medra,mEDRA
"10.5675/hywa_2015,5_3",NA,NA
10.1007/s00162.009.0176-8,NA,NA
10.1524/ncrs.2010.008,NA,NA
10.1055/s.0030-1263343,NA,NA
10.2376/0005-9366-128-34,NA,NA
10.1016/j.eps1.2009.11.003,NA,NA
10.1688/1862-0000_zfp_2010_01_bellmann,medra,mEDRA
10.2478/v10175.010.0036.0,NA,NA
10.1344/105.000001533,crossref,Crossref
10.2143/etl.91.2.3085089,medra,mEDRA
10.1103/physreve.81.06111,NA,NA
10.2376/0003-925x-61-102,medra,mEDRA
"10.1016/j.econmod.2015.08,028",NA,NA
10.2450/2010.004s,medra,mEDRA
10.1007/s12272.010.1103.7,NA,NA
10.1024/1422-4917/a000019,NA,NA
10.1016/s1076.5670(10)64004.9,NA,NA
10.3290/j.jad.a17525,medra,mEDRA
10.1007/430-2009_5,NA,NA
10.1688/1862-0000_zfp_2010_04_preisendoerfcr,NA,NA
10.2478/v10175.010.0037.z,NA,NA
10.3233/spe-2010-0428,medra,mEDRA
10.2376/0005-9366-123-353,medra,mEDRA
10.3290/j.qi.a32816,medra,mEDRA
10.3220/lbf1439543443000,medra,mEDRA
10.2478/v10175.010.0035.1,NA,NA
10.2376/0005-9366-128-03,medra,mEDRA
10.4319/lom.2010.8.610,NA,NA
10.1010/j.bpg.2010.08.010,NA,NA
10.1688/zfp-2015-01-bieling,medra,mEDRA
10.1016/s0076-6879(10)84032-7,NA,NA
10.3389/tnhum.2015.00161,NA,NA
10.1017/s1041610209990194,NA,NA
10.1016/s0083-6729(10)84009-9,NA,NA
10.1393/ncr/i2011-10060-9,medra,mEDRA
10.1002/mmnd.201000005,NA,NA
10.1111/j.1467-9590.2009.00480,NA,NA
10.2310/7070.2010.090339,NA,NA
10.1159/000360328,crossref,Crossref
10.3366/e1743452110001779,NA,NA
10.1016/j.cjrad.2014.10.007,NA,NA
10.1024/1421-0185.a000006,NA,NA
10.1016/j.eps1.2010.03.021,NA,NA
10.1055/s-1545968,NA,NA
10.2376/0003-925x-61-209,medra,mEDRA
10.1016/j.sti11.2010.08.002,NA,NA
10.1016/j.catena2014.08.022,NA,NA
10.1211/jpp/62.04.0008,NA,NA
10.1097/jpt.0b013e3181d0720e,NA,NA
10.1684/ejd.2010.1011,NA,NA
10.1688/1862.0000_zfp_2010_04_kranz,NA,NA
10.1691/ph.2010.0106,medra,mEDRA
10.3906/elk-1001-369,crossref,Crossref
10.1127/1438-9134/2010/0136-0231,NA,NA
10.3275/6794,medra,mEDRA
10.1007/s00586.010.1446.2,NA,NA
10.1024/1661-4747/a000027,NA,NA
10.1016/j.jqsa.2010.05.004,NA,NA
10.3301/ijg.2009.10,medra,mEDRA
10.1016/s0076-6879(10)84018-2,NA,NA
10.3724/sp.j.1227.2010.00235,NA,NA
10.1684/ers.2010.0338,crossref,Crossref
10.1016/s1877-1173(10)94009-x,NA,NA
10.4435/jass.93004,NA,NA
10.1160/th10.02.0138,NA,NA
10.4455/eu.2015.007,medra,mEDRA
10.2376/0005-9366-128-122,medra,mEDRA
10.4172/ggd/72,NA,NA
10.6133/apjcn.2015.24.1.15,airiti,Airiti
10.1515/anglia-2015-0002,NA,NA
10.1010/j.jmmm.2014.12.055,NA,NA
10.4416/jcst2015-00007,medra,mEDRA
10.2112/si51-016.1,NA,NA
10.2143/ac.65.5.2056238,medra,mEDRA
10.1111/j.1.096-3642.2009.00574.x,NA,NA
10.1007/s00056-010-010-9950-x,NA,NA
10.2376/0005-9366-123-500,medra,mEDRA
10.3109/13645706.2015.1069358,NA,NA
10.2112/si51-015.1,NA,NA
10.1055/s-0029-1243612,NA,NA
10.1182/blood-2015-04,NA,NA
10.2379/cnx06473,medra,mEDRA
10.3906/mat-0901-32,crossref,Crossref
10.3389/fpsyg.2075.01404,NA,NA
10.3233/clo-2009-0508,medra,mEDRA
10.3389/fpg.2015.00229,NA,NA
10.3389/fpg.2015.00917,NA,NA
10.1007/s10870.010.9763.1,NA,NA
10.4455/eu.2015.019,medra,mEDRA
10.1159/000375191,crossref,Crossref
10.3290/j.ohpd.a32342,medra,mEDRA
10.2376/0005-9366-123-446,medra,mEDRA
10.4416/jcst2014-00039,medra,mEDRA
10.1211/jpp/62.04.0018,NA,NA
10.1016/jgr.2009.08.003,NA,NA
10.3233/sav-2010-0535,medra,mEDRA
10.1111/j.1468-2362.2009.01253.x,NA,NA
10.1109/tdei.2015.004928,NA,NA
10.1922/cdh_2345klages07,medra,mEDRA
10.1111/j.1600-0609.2010.1459.x,NA,NA
10.2376/0005-9366-128-24,NA,NA
10.1051/0004-632526249,NA,NA
10.1055/s-1546011,NA,NA
10.4416/jcst2012-00003,medra,mEDRA
10.4193/rhino.11.121,NA,NA
10.4169/amer.math.monthly.123.08.821,NA,NA
10.6038/j.issn.0001-5733.2012.09.025,istic,ISTIC
10.5073/vitis.2016.55.161-164,datacite,DataCite
10.1007/sl1618-015-0658-y,NA,NA
10.4461/gfdq.2016.39.4,medra,mEDRA
10.3220/lbf1467620583000,medra,mEDRA
10.7554/e.life.21290,NA,NA
10.18805/1r.v0iof.9561,NA,NA
10.1016/j.eps1.2015.03.011,NA,NA
10.4461/gfdq.2014.395,NA,NA
10.3906/yer-1002-7,crossref,Crossref
10.12892/ejgo3238.2016,medra,mEDRA
10.4455/eu.2016.050,medra,mEDRA
10.18805/1r.v39i2.9531,NA,NA
10.19155/geofint.2017.056.1.7,NA,NA
10.1010/j.cattod.2010.10.075,NA,NA
10.10164/j.surfcoat.2016.02.011,NA,NA
10.17179/excli2016-777,datacite,DataCite
10.2376/0005-9366-16035,medra,mEDRA
10.18148/srm/2016.v10i3.6714,datacite,DataCite
10.2377/0023-2076-61-622,medra,mEDRA
10.18148/srm/2016.v10i3.6608,datacite,DataCite
10.2376/0005-9366-15090,medra,mEDRA
10.2436/20.1501.01.262,medra,mEDRA
10.3389/fnagi.2016.00375,NA,NA
10.1016/j.snb.2016.08.000,NA,NA
10.1080/19443994.2014.925838,NA,NA
10.1073/pnas.160536511,NA,NA
10.18148/srm/2016.v10i3.6387,datacite,DataCite
10.1002/ecs2.1529/full,NA,NA
10.2143/ac.71.5.3167498,medra,mEDRA
10.3290/j.qi.a36685,medra,mEDRA
10.3934/dcds.201696,NA,NA
10.14670/hh-11-816,medra,mEDRA
10.3934/dcds.201688,NA,NA
10.1021/acs.jproteome.6b004211,NA,NA
10.2376/0005-9366-124-28,medra,mEDRA
10.1055/5-0031-1283833,NA,NA
10.3290/j.qi.a34134,medra,mEDRA
10.2450/2014.0147-14,medra,mEDRA
10.1559/15230406382214,NA,NA
10.2376/0003-925x-62-157,medra,mEDRA
10.4416/jcst2011-00004,medra,mEDRA
10.2376/0005-9366-124-465,medra,mEDRA
10.1688/1862-0000_zfp_2011_02_wagner,medra,mEDRA
10.1175/bams-d-10-3119.1,NA,NA
10.1559/15230406382154,NA,NA
10.3275/7333,medra,mEDRA
10.2337/de11-0606,NA,NA
10.1002/pbc.229081,NA,NA
10.1016/j.pnucene2011.05.027,NA,NA
10.2376/0005-9366-124-8,medra,mEDRA
10.3980/j.issn.2222-3959.2011.03.11,istic,ISTIC
10.3748/wjg.v17.i23.2838,NA,NA
10.2376/0005-9366-124-177,medra,mEDRA
10.1007/s11428-011-0657-9,NA,NA
10.1016/j.nmm.2011.02.003,NA,NA
10.2106/jbjsj.01097,NA,NA
10.3274/jl11-70-1-03,medra,mEDRA
10.3274/jl11-70-s1-02,medra,mEDRA
10.3275/7229,medra,mEDRA
10.1016/j.toxicon.2010.11.0i1,NA,NA
10.1097/qad.0b013e32834d614c,NA,NA
10.3980/j.issn.2222-3959.2011.02.25,istic,ISTIC
10.3760/cma.j.issn.0366-6999.2011.22.010,istic,ISTIC
10.3233/jad-2010-101554,NA,NA
10.1016/j.intermet2011.01.005,NA,NA
10.2376/0005-9366-124-236,medra,mEDRA
10.1691/ph.2011.0317,medra,mEDRA
10.1021/jp111240e,NA,NA
10.4193/rhino10.136,NA,NA
10.4404/hystrix-22.1-4533,medra,mEDRA
10.1016/j.jfgoodeng.2011.01.026,NA,NA
10.1515/gmj.2011.0030,NA,NA
10.2143/rtpm.78.1.2125164,medra,mEDRA
10.1695/2011010,NA,NA
10.1002/ejoe.201100688,NA,NA
10.4056/sigs.21949878,NA,NA
10.1922/cdh_2614meyerluckel05,NA,NA
10.1080/09500693.2011.518646,NA,NA
10.4193/rhino10.072,NA,NA
10.1016/j.dml.2011.03.009,NA,NA
10.2376/0003-925x-62-205,medra,mEDRA
10.2143/ep.18.2.2116812,medra,mEDRA
10.2376/0005-9366-124-497,medra,mEDRA
10.1016/s0076-6879(11)87011-4,NA,NA
10.4455/eu.2011.013,medra,mEDRA
10.1016/j.pscychresns2011.05.012,NA,NA
10.1691/ph.2011.0665,medra,mEDRA
10.2168/lmcs-7(4:06)2011,NA,NA
10.3274/jl11-70-1-17,medra,mEDRA
10.1016/j.vaccine.2011.07.14,NA,NA
10.1016/j.dml.2011.03.001,NA,NA
10.2376/0005-9366-124-443,medra,mEDRA
10.4067/s0718-95162011000300001,NA,NA
10.4455/eu.2011.004,medra,mEDRA
10.2143/ep.18.4.2141849,medra,mEDRA
10.3748/wjg.v17.i27.3184,NA,NA
10.3969/j.issn.0001-5733.2011.11.005,istic,ISTIC
10.1691/ph.2011.0314,medra,mEDRA
10.2451/2011pm0012,medra,mEDRA
10.2376/0005-9366-124-257,medra,mEDRA
10.1186/ar3095,NA,NA
10.4401/ag-4838,medra,mEDRA
10.1695/2011005,medra,mEDRA
10.4193/rhino10.064,NA,NA
10.1163/016942410x520899,NA,NA
10.2168/lmcs-7(4:02)2011,NA,NA
10.4193/rhino10.099,NA,NA
10.2376/0005-9366-124-450,medra,mEDRA
10.1055/s-0030-1262868,NA,NA
10.1688/1862-0000_zfp_2011_04_kattenbach,medra,mEDRA
10.1111/j.1475-4983.2011.01084.x,NA,NA
10.1691/ph.2011.0272,medra,mEDRA
10.2527/jas2015-9721,NA,NA
10.2527/jas2015-9788,NA,NA
10.2527/jas2015-9795,NA,NA
10.1016/j.tet.let.2016.08.009,NA,NA
10.2527/jas2015-9728,NA,NA
10.2527/jas2015-9702,NA,NA
10.2377/0023-2076-61-477,NA,NA
"10.5675/hywa_2016,5_1",NA,NA
10.4455/eu.2016.041,medra,mEDRA
10.5594/j18041,crossref,Crossref
10.2377/0023-2076-61-503,medra,mEDRA
10.2527/jas2015-9726,NA,NA
10.12841/wood.1644-3985.c01.05,medra,mEDRA
10.1515/anglia-2016-0052,NA,NA
10.2527/jas2015-9757,NA,NA
10.2527/jas2015-9725,NA,NA
10.3275/7231,medra,mEDRA
10.2527/jas2015-9771,NA,NA
10.2376/0005-9366-127-464,NA,NA
10.4454/ofioliti.v41i1.441,medra,mEDRA
10.2450/2016.0205-15,medra,mEDRA
"10.5675/hywa_2016,5_2",NA,NA
10.1055/s-042-110237,NA,NA
"10.5675/hywa_2016,5_3",NA,NA
10.12841/wood.1644-3985.c08.02,medra,mEDRA
10.1016/j.crysgro.2013.11.084,NA,NA
10.7554/elife.10005.001,crossref,Crossref
10.3290/j.qi.a36172,medra,mEDRA
10.3339/fnhum.2016.00513,NA,NA
10.3387/fpsyg.2016.01652,NA,NA
"10.1016/j.fuel.2016.09,035",NA,NA
10.3233/spr-2012-0338,medra,mEDRA
10.17953/aicrj.40.2.crossen,NA,NA
10.1399/eps.2016.156,medra,mEDRA
10.3233/spr-130368,medra,mEDRA
10.1175/2011bams-d-10-05003.1,NA,NA
10.3233/sav-2012-0705,medra,mEDRA
10.1093/qbe/evw131,NA,NA
10.1112/80010437x1400791x,NA,NA
10.1016/j.bpg.2010.07011,NA,NA
10.1016/j.mmm.2014.07.038,NA,NA
10.4416/jcst2013-00012,medra,mEDRA
10.1016/j.ijmedinf.7014.08.009,NA,NA
10.3933/applrheol-26-53809,datacite,DataCite
10.1007/jhep(2014)026,NA,NA
10.6138/jit.2015.16.4.20120801,airiti,Airiti
10.14670/hh-11-739,medra,mEDRA
10.1016/j.jsames.2010.07.009s,NA,NA
10.3969/j.issn.0001-5733.2010.06.002,NA,NA
10.1016/j.jblotec.2014.06.031,NA,NA
10.2377/0023-2076-59-79,medra,mEDRA
10.2376/0005-9366-127-56,NA,NA
10.4007/annals.2014.180.1.0000,NA,NA
"10.5675/hywa_2014,1_1",NA,NA
10.3389/fnce1.2014.00002,NA,NA
10.1016/j.apsoil.01.008,NA,NA
10.5073/jabfq.2014.087.010,NA,NA
10.4416/jcst2013-00029,medra,mEDRA
10.19155/geofint.2017.056.1.1,NA,NA
10.3139/120.11949,NA,NA
10.3139/146.100276,NA,NA
10.1364/oe.24.028967,NA,NA
10.2376/0005-9366-15097,medra,mEDRA
10.1100/tvcc.2015.2467031,NA,NA
10.1051/0004-6361\201526000,NA,NA
10.4455/eu.2016.047,medra,mEDRA
10.1109/2010.26,NA,NA
10.3359/fpsyg.2016.01949,NA,NA
10.7498/aps.65.208102,istic,ISTIC
10.4455/eu.2016.049,medra,mEDRA
10.1214/15-a0p1069,NA,NA
10.1038/mt.2076.166,NA,NA
10.3339/fphys.2016.00623,NA,NA
10.1109/tdei.2016.005486,NA,NA
10.18999/nagjms.78.4.335,jalc,JaLC
10.1515/pz-2014-0021,NA,NA
10.4193/rhino13.218,NA,NA
10.7482/0003-9438-57-022,crossref,Crossref
10.1016/j.jrnr.2016.10.003,NA,NA
10.1016/j.aquaculture.2017.01.02,NA,NA
10.1021/acs.inorgchern.6b02297,NA,NA
10.1038/npp.201.170,NA,NA
10.2376/0003-925x-67-152,NA,NA
10.1007/500132-010-1616-2,NA,NA
10.1371/journal.pcbi.005542,NA,NA
10.3290/j.qi.a36567,medra,mEDRA
10.3290/j.qi.a36565,medra,mEDRA
10.23736/s0021-9509.16.09798-6,medra,mEDRA
10.1088//1475-7516/2016/05/009,NA,NA
10.3339/fmicb.2016.02044,NA,NA
10.2376/0005-9366-127-301,medra,mEDRA
10.1016/jjsv.2013.12.030,NA,NA
10.2376/0005-9366-127-412,medra,mEDRA
10.1515/iral-2012-0010,NA,NA
10.1080/07929978.2016.1257146,NA,NA
10.18148/srm/2017.v11i2.7158,datacite,DataCite
10.2377/0023-2076-62-434,medra,mEDRA
10.18148/srm/2017.v11i2.6803,datacite,DataCite
10.1080/0023131.2017.07.015,NA,NA
10.1080/0023131.2017.06.047,NA,NA
10.1691/ph.2013.6513,medra,mEDRA
10.1016/j.lwt2017.06.026,NA,NA
10.1261/rna.061952,NA,NA
10.2377/0023-2076-62-416,medra,mEDRA
10.1364/oe.25.016524,NA,NA
10.1080/07929978.2016.1255029,NA,NA
10.1186/s12885-017-3529,NA,NA
10.1691/ph.2012.2050,medra,mEDRA
10.19189/map.2016.omb.228,medra,mEDRA
10.5281/zenodo.47541,datacite,DataCite
10.1016/jscitotenv.2016.09.003,NA,NA
10.19189/map.2015.omb.217,medra,mEDRA
10.4416/jcst2016-00010,medra,mEDRA
10.1021/acsami.6b01535,NA,NA
10.1016/j.ijhydene.2016.089.065,NA,NA
10.19189/map.2015.omb.190,medra,mEDRA
10.1088/0029-551557/1/016022,NA,NA
10.2377/0023-2076-61-554,medra,mEDRA
10.1016/j.surfcoat2014.02.038,NA,NA
10.12759/hsr.41.2016.3.175-193,datacite,DataCite
10.12759/hsr.41.2016.3.336-367,datacite,DataCite
10.5277/oa130107,NA,NA
10.12759/hsr.41.2016.3.281-298,datacite,DataCite
10.2450/2015.0073-15,medra,mEDRA
10.12759/hsr.41.2016.3.229-255,datacite,DataCite
10.12759/hsr.41.2016.3.318-335,datacite,DataCite
10.12759/hsr.41.2016.3.256-280,datacite,DataCite
10.3290/j.qi.a35702,medra,mEDRA
10.1145/2492186,NA,NA
10.12759/hsr.41.2016.3.211-228,datacite,DataCite
10.3139/153.110454,NA,NA
10.2377/0023-2076-61-529,medra,mEDRA
10.12759/hsr.41.2016.3.299-317,datacite,DataCite
"10.5675/hywa_2014,6_2",NA,NA
10.1016/j.sp1.2014.03.010,NA,NA
10.1016/j.elecom.2015.05.01,NA,NA
10.1080/15459624.2015.946514,NA,NA
10.2376/0005-9366-128-70,medra,mEDRA
10.2376/0005-9366-128-200,medra,mEDRA
10.1088/1367-2630/174/045022,NA,NA
10.2376/0003-925x-66-33,medra,mEDRA
10.2143/sdl.57.3.3110507,medra,mEDRA
10.1691/ph.2014.4658,medra,mEDRA
10.1055/s-0034-138483584835,NA,NA
10.2376/0005-9366-127-297,medra,mEDRA
10.5192/215409930502225,NA,NA
10.4416/jcst2014-00014,medra,mEDRA
10.1088/0004637x/7947,NA,NA
10.2376/0005-9366-127-222,medra,mEDRA
10.1534/g3.114.011957/-/dc1,NA,NA
10.1186/174-717x-9-80,NA,NA
10.4455/eu.2014.006,medra,mEDRA
"10.5675/hywa_2014,2_4",NA,NA
10.3220/lbf_2014_139-150,medra,mEDRA
10.1016/j.tet1et.2014.04.048,NA,NA
10.5754/hge13667,NA,NA
10.1055/s-1360227,NA,NA
10.1016/j.ijpor1.2014.01.020,NA,NA
10.12841/wood.1644-3985.065.03,medra,mEDRA
10.2376/0005-9366-127-149,medra,mEDRA
10.2376/0005-9366-127-170,medra,mEDRA
10.6092/1593-2214/429,datacite,DataCite
10.3290/j.qi.a31806,medra,mEDRA
10.5073/jabfq.2014.087.021,datacite,DataCite
10.1691/ph.2014.3867,medra,mEDRA
10.4416/jcst2013-00028,medra,mEDRA
10.2376/0005-9366-127-447,medra,mEDRA
10.3220/lbf_2014_59-72,medra,mEDRA
10.1016/j.ecolmode1.2013.08.001,NA,NA
10.4416/jcst2013-00033,medra,mEDRA
10.3220/lbf_2014_45-58,medra,mEDRA
10.3220/lbf_2014_73-84,medra,mEDRA
10.1016/j.diamond.2014.14.013,NA,NA
10.1016/ j.jacc.2013.11.032,NA,NA
10.1399/eps.2013.4,medra,mEDRA
10.1055/5-0033-1359874,NA,NA
10.2143/lea.227.0.3053514,medra,mEDRA
10.1127/arch.mo11/1869-0963/143/057-067,NA,NA
10.3389/fpsyg2015.01724,NA,NA
10.1515/anglia-2015-0010,NA,NA
10.3290/j.qi.a34397,medra,mEDRA
10.1080/19440049.2015.1011714,NA,NA
10.2376/0005-9366-128-285,medra,mEDRA
10.1016/j.cryagenics.2015.05.005,NA,NA
10.2377/0023-2076-60-401,medra,mEDRA
10.1016/j.psychresns.2015.05.018,NA,NA
10.3290/j.qi.a32634,medra,mEDRA
10.1399/eps.2014.72,medra,mEDRA
10.1016/j.dental.7014.17.009,NA,NA
10.3109/13645706.2015.1078818,NA,NA
10.2376/0005-9366-128-117,medra,mEDRA
10.3339/fncel.2015.00180,NA,NA
10.1016/j.qsrt.2015.06.002,NA,NA
10.3389/fpfs.2015.00667,NA,NA
10.2377/0023-2076-60-5,medra,mEDRA
10.1016/j.ijantimicag.2014.10.07.028,NA,NA
"10.5675/hywa_2015,1_2",NA,NA
10.5073/jabfq.2015.088.027,datacite,DataCite
10.3290/j.ohpd.a32785,medra,mEDRA
10.4416/jcst2014-00051,medra,mEDRA
10.3389/fpsg.2015.01296,NA,NA
10.1691/ph.2015.5526,medra,mEDRA
10.3978/j.issn.2072-1439.2015.08.21,istic,ISTIC
10.4416/jcst2014-00045,medra,mEDRA
10.1024/1422-4917/a000016,NA,NA
10.1695/2010002,medra,mEDRA
10.1016/s0065-2806(10)39001-1,NA,NA
10.3275/6476,medra,mEDRA
10.1055/s-0030-1265168,NA,NA
10.2376/0003-925x-61-4,medra,mEDRA
10.3906/kim-0910-20,crossref,Crossref
10.3233/clo-2009-0509,medra,mEDRA
10.1688/1862-0000_zfp_2010_02_pundt,medra,mEDRA
10.1146/annurev-resource-050708-144212,NA,NA
10.3906/yer-0901-7,crossref,Crossref
10.1007/500761-010-1861-3,NA,NA
10.1691/ph.2010.9203,medra,mEDRA
10.1108/02683941011013949,NA,NA
10.1691/ph.2010.9402,medra,mEDRA
10.1055/s-0030-1263186,NA,NA
10.1016/j.ejca.2010.06.019,NA,NA
10.2376/0005-9366-123-89,medra,mEDRA
10.1016/j.jnoncryso1.2010.02.024,NA,NA
10.1055/s-0029-1242766,NA,NA
10.1016/j.sti11.2010.02.007,NA,NA
10.1024/1422-4917/a000017,NA,NA
10.1063/1.49269101,NA,NA
"10.5675/hywa_2015,4_1",NA,NA
10.1016/j.pc1.2014.09.008,NA,NA
10.1691/ph.2015.4174,medra,mEDRA
10.3856/vol43-issue3-fulltext-2,NA,NA
10.1021/la504651y,NA,NA
10.1111/pirs.12075,NA,NA
10.1098/rsob.15.0046,NA,NA
10.14670/hh-11-620,medra,mEDRA
10.1515/anglia-2015-0041,NA,NA
10.3290/j.qi.a33047,medra,mEDRA
10.1016/learninstruc.2014.11.005,NA,NA
10.3389/fnbeh.2015.000960,NA,NA
10.1159/000375271,crossref,Crossref
10.2376/0005-9366-128-218,medra,mEDRA
10.1016/j.opicom.2014.08.017,NA,NA
10.5073/jabfq.2015.088.033,datacite,DataCite
10.3220/lbf1439880683000,medra,mEDRA
10.3290/j.qia33448,NA,NA
10.1073/pnas.1416389112/-/dcsupplemental,NA,NA
10.4193/rhino14.008,NA,NA
10.1302/0301-620x.97133.34618,NA,NA
"10.5675/hywa_2015,6_1",NA,NA
10.4401/ag-6664,medra,mEDRA
"10.5675/hywa_2015,4_3",NA,NA
10.1163/1573384x.20150205,NA,NA
10.7498/aps.64.143301,istic,ISTIC
10.3109/13645706.2015.1077868,NA,NA
10.7498/aps.64.145202,istic,ISTIC
10.3389/fpg.2015.00254,NA,NA
10.3109/10428194.2015.1023720,NA,NA
10.1691/ph.2010.9858,medra,mEDRA
10.3934/merf.2015.5.55,NA,NA
10.2376/0005-9366-128-141,medra,mEDRA
10.1088/0264-9381/27/18/085017,NA,NA
10.3233/dma-2010-0685,medra,mEDRA
10.3978/j.issn.2072-1439.2015.07.27,istic,ISTIC
10.1503/jpn.090175,NA,NA
10.2376/0005-9366-128-39,NA,NA
10.1109/tdei.2014.004831,NA,NA
10.2376/0005-9366-123-70,medra,mEDRA
10.1007/511428-010-0565-z,NA,NA
10.2376/0003-925x-61-108,medra,mEDRA
10.1016/s0076-6879(10)85025-6,NA,NA
10.3233/sav-2010-0537,medra,mEDRA
10.1127/0029.5035/2010/0091.0471,NA,NA
10.3233/sav-2010-0549,medra,mEDRA
10.1055/s.0030-1262615,NA,NA
10.3290/j.qi.a33534,medra,mEDRA
10.1688/1862-0000_zfp_2010_01_brecht-heitzmann,medra,mEDRA
10.4056/sigs.68923,NA,NA
10.1111/igc.0b013e3181f15714,NA,NA
10.1691/ph.2010.9731,medra,mEDRA
10.1016/s0076-6879(10)85006-2,NA,NA
10.3275/6710,medra,mEDRA
10.1016/j.asd2010.05.006,NA,NA
10.3233/fi-2010-218,medra,mEDRA
10.1017/s1755691009016108,NA,NA
10.1016/j.nima.2009.10.1348,NA,NA
10.1016/j.jnoncryso1.2010.06.034,NA,NA
10.2376/0005-9366-123-392,medra,mEDRA
10.2376/0005-9366-123-177,medra,mEDRA
10.1092/chem.200903107,NA,NA
10.2143/ast.40.2.2061129,NA,NA
10.1684/ejd.2010.1016,NA,NA
10.3274/jl10-69-1-14,medra,mEDRA
10.2376/0005-9366-123-369,medra,mEDRA
10.1143/jpsjs.795a.1,NA,NA
10.1007/s11127.009.9570.4,NA,NA
10.3324/haemato1.2009.013334,NA,NA
10.3274/jl10-69-1-03,medra,mEDRA
10.3233/spe-2010-0408,medra,mEDRA
10.1024/1661-4747/a000024,NA,NA
10.3233/jad-2009-1313,medra,mEDRA
10.2753/jei0021.3624440405,NA,NA
10.1016/j.tecto2009.01.020,NA,NA
10.4067/so718-221x2010000200009,NA,NA
10.11890/1006-7191-105-370,istic,ISTIC
10.2376/0005-9366-123-346,medra,mEDRA
10.3933/applrheol-20-23229,datacite,DataCite
10.3906/yer-1001-20,crossref,Crossref
10.1537/ase090402,NA,NA
10.3113/fa1.2010.0897,NA,NA
10.3724/sp.j.1037.2009.00685,NA,NA
10.3758/pbr.17.6821,NA,NA
10.1016/s0065-2881(10)57004-4,NA,NA
10.2143/mus.128.1.3080620,medra,mEDRA
10.3274/jl10-69-2-03,medra,mEDRA
