domains,opendoar_inst,opendoar_other,opendoar_subject,other_repo
ismrm.org,0,0,0,4
iue.tuwien.ac.at,0,0,0,4
jhered.oxfordjournals.org,0,0,0,4
jo.dreggn.org,0,0,0,4
jopdentonline.org,0,0,0,4
jrr.oxfordjournals.org,0,0,0,4
karger.com,0,0,0,4
kreickemeier.de,0,0,0,4
kup.at,0,0,0,4
lab.rockefeller.edu,0,0,0,4
lancaster.ac.uk,0,0,0,4
leuphana.de,0,0,0,4
liebertpub.com,0,0,0,4
liser.lu,0,0,0,4
llcsjournal.org,0,0,0,4
lti.informatik.rwth-aachen.de,0,0,0,4
m15.ma.tum.de,0,0,0,4
m3.ma.tum.de,0,0,0,4
ma.ecsdl.org,0,0,0,4
mackelab.org,0,0,0,4
macro.economics.uni-mainz.de,0,0,0,4
markusstrohmaier.info,0,0,0,4
math.purdue.edu,0,0,0,4
math.tamu.edu,0,0,0,4
math.ucdenver.edu,0,0,0,4
math.uic.edu,0,0,0,4
math.umd.edu,0,0,0,4
math.uni-magdeburg.de,0,0,0,4
mathematik.uni-kassel.de,0,0,0,4
maths.ed.ac.uk,0,0,0,4
maxwell.syr.edu,0,0,0,4
mea.mpisoc.mpg.de,0,0,0,4
mi.uni-koeln.de,0,0,0,4
midus.wisc.edu,0,0,0,4
molbiolcell.org,0,0,0,4
molecularneurodegeneration.biomedcentral.com,0,0,0,4
montclair.edu,0,0,0,4
mutage.oxfordjournals.org,0,0,0,4
myweb.fsu.edu,0,0,0,4
na.uni-tuebingen.de,0,0,0,4
nbp.pl,0,0,0,4
netlib.org,0,0,0,4
nutritionreviews.oxfordjournals.org,0,0,0,4
ocean.kisti.re.kr,0,0,0,4
orca-mwe.cf.ac.uk,0,0,0,4
people.cs.uchicago.edu,0,0,0,4
people.csail.mit.edu,0,0,0,4
people.maths.ox.ac.uk,0,0,0,4
personal.umich.edu,0,0,0,4
photonics.intec.ugent.be,0,0,0,4
physik.uni-leipzig.de,0,0,0,4
physrev.physiology.org,0,0,0,4
prd.aps.org,0,0,0,4
publications.banque-france.fr,0,0,0,4
qualitysafety.bmj.com,0,0,0,4
ratswd.de,0,0,0,4
reabic.net,0,0,0,4
react.uni-saarland.de,0,0,0,4
reanimatology.com,0,0,0,4
research.barcelonagse.eu,0,0,0,4
research.economics.unsw.edu.au,0,0,0,4
research.libraries.wsu.edu,0,0,0,4
researchrepository.napier.ac.uk,0,0,0,4
reviberopsicologia.ibero.edu.co,0,0,0,4
rongzhen.weebly.com,0,0,0,4
schwab.tsuniv.edu,0,0,0,4
sci.utah.edu,0,0,0,4
scs.carleton.ca,0,0,0,4
sharif.edu,0,0,0,4
skylla.wzb.eu,0,0,0,4
snb.ch,0,0,0,4
softmatter.physik.uni-muenchen.de,0,0,0,4
st-andrews.ac.uk,0,0,0,4
staff.science.uu.nl,0,0,0,4
stemcellres.biomedcentral.com,0,0,0,4
svn.aksw.org,0,0,0,4
svt.ntnu.no,0,0,0,4
swt-bamberg.de,0,0,0,4
tau.ac.il,0,0,0,4
tcs.uni-luebeck.de,0,0,0,4
tede.ufrrj.br,0,0,0,4
trialsjournal.biomedcentral.com,0,0,0,4
trialsjournal.com,0,0,0,4
ttic.uchicago.edu,0,0,0,4
ttp.kit.edu,0,0,0,4
tuebingen.mpg.de,0,0,0,4
uni-duesseldorf.de,0,0,0,4
uni-kl.de,0,0,0,4
user.hs-nb.de,0,0,0,4
users.minet.uni-jena.de,0,0,0,4
users.physik.fu-berlin.de,0,0,0,4
uts.edu.au,0,0,0,4
vetres.org,0,0,0,4
vse.cz,0,0,0,4
wiwi.uni-due.de,0,0,0,4
wne.uw.edu.pl,0,0,0,4
wsx.lanl.gov,0,0,0,4
yoksis.bilkent.edu.tr,0,0,0,4
.ess.ucla.edu,0,0,0,3
00.uni-graz.at,0,0,0,3
4nations.org,0,0,0,3
acg.cs.tau.ac.il,0,0,0,3
advances.nutrition.org,0,0,0,3
ajcp.oxfordjournals.org,0,0,0,3
ajrccm.atsjournals.org,0,0,0,3
ajtmh.org,0,0,0,3
allgemeinepsychologie.uni-wuppertal.de,0,0,0,3
ama-science.org,0,0,0,3
amikelic.free.fr,0,0,0,3
amse-aixmarseille.fr,0,0,0,3
angewbiochem.tu-berlin.de,0,0,0,3
ar.in.tum.de,0,0,0,3
arminstraub.com,0,0,0,3
asc.tuwien.ac.at,0,0,0,3
asistdl.onlinelibrary.wiley.com,0,0,0,3
astro.caltech.edu,0,0,0,3
astro.umd.edu,0,0,0,3
astronomicaltelescopes.spiedigitallibrary.org,0,0,0,3
bib.oxfordjournals.org,0,0,0,3
bio.psy.rub.de,0,0,0,3
bioconductor.org,0,0,0,3
biology.fullerton.edu,0,0,0,3
biomedicaloptics.spiedigitallibrary.org,0,0,0,3
bmcevolbiol.biomedcentral.com,0,0,0,3
bmchealthservres.biomedcentral.com,0,0,0,3
botanik.kit.edu,0,0,0,3
bris.ac.uk,0,0,0,3
bucks.collections.crest.ac.uk,0,0,0,3
caepr.indiana.edu,0,0,0,3
calcvar.sns.it,0,0,0,3
cccg.ca,0,0,0,3
ccfe.ac.uk,0,0,0,3
ccforum.biomedcentral.com,0,0,0,3
cdc.gov,0,0,0,3
cemmap.ac.uk,0,0,0,3
cg.ivd.kit.edu,0,0,0,3
chemie.uni-duesseldorf.de,0,0,0,3
chromsci.oxfordjournals.org,0,0,0,3
cinch.uni-due.de,0,0,0,3
cirje.e.u-tokyo.ac.jp,0,0,0,3
classic.diabetes.diabetesjournals.org,0,0,0,3
clinchem.org,0,0,0,3
cogsys.cs.uni-tuebingen.de,0,0,0,3
coli.uni-saarland.de,0,0,0,3
collected.jcu.edu,0,0,0,3
commonweb.unifr.ch,0,0,0,3
comp.nus.edu.sg,0,0,0,3
cosyne.org,0,0,0,3
cramton.umd.edu,0,0,0,3
crawford.anu.edu.au,0,0,0,3
cs.brown.edu,0,0,0,3
cs.princeton.edu,0,0,0,3
cs.rice.edu,0,0,0,3
cs.uky.edu,0,0,0,3
csae.ox.ac.uk,0,0,0,3
cse.iitk.ac.in,0,0,0,3
cwru.edu,0,0,0,3
cysticfibrosisjournal.com,0,0,0,3
david-zwicker.de,0,0,0,3
dc.fi.udc.es,0,0,0,3
dem-web.unipv.it,0,0,0,3
dericbownds.net,0,0,0,3
dl.acm.org,0,0,0,3
dldjournalonline.com,0,0,0,3
doc.gold.ac.uk,0,0,0,3
doc.ml.tu-berlin.de,0,0,0,3
doctreballeco.uji.es,0,0,0,3
doklady.belnauka.by,0,0,0,3
dr-qubit.org,0,0,0,3
dspace.nehu.ac.in,0,0,0,3
earthbyte.org,0,0,0,3
earthdynamics.org,0,0,0,3
ec.unipg.it,0,0,0,3
econ.appstate.edu,0,0,0,3
econ.biu.ac.il,0,0,0,3
econ.ucdavis.edu,0,0,0,3
econ.ucsb.edu,0,0,0,3
econbus-papers.mines.edu,0,0,0,3
economia.unipd.it,0,0,0,3
economics.sas.upenn.edu,0,0,0,3
economics.utoronto.ca,0,0,0,3
econpapers.repec.org,0,0,0,3
econtent.hogrefe.com,0,0,0,3
ee.kth.se,0,0,0,3
eecs.qmul.ac.uk,0,0,0,3
egon.cheme.cmu.edu,0,0,0,3
ekon.sun.ac.za,0,0,0,3
elen.ucl.ac.be,0,0,0,3
emsec.rub.de,0,0,0,3
eprints.brighton.ac.uk,0,0,0,3
erf.org.eg,0,0,0,3
esri.ie,0,0,0,3
exeley.com,0,0,0,3
faculty.washington.edu,0,0,0,3
faculty.wcas.northwestern.edu,0,0,0,3
fbe.unimelb.edu.au,0,0,0,3
fcn.eonerc.rwth-aachen.de,0,0,0,3
femsle.oxfordjournals.org,0,0,0,3
gammaray.nsstc.nasa.gov,0,0,0,3
gbe.oxfordjournals.org,0,0,0,3
genomebiology.biomedcentral.com,0,0,0,3
genomebiology.com,0,0,0,3
geokarag.webpages.auth.gr,0,0,0,3
geol.ucsb.edu,0,0,0,3
geom.mi.fu-berlin.de,0,0,0,3
gmu.edu,0,0,0,3
heapro.oxfordjournals.org,0,0,0,3
home.uni-osnabrueck.de,0,0,0,3
hw.oeaw.ac.at,0,0,0,3
iacr.org,0,0,0,3
iam.mathematik.hu-berlin.de,0,0,0,3
ias-iss.org,0,0,0,3
ias.in.tum.de,0,0,0,3
ices.dk,0,0,0,3
iesc-proceedings.org,0,0,0,3
iforest.sisef.org,0,0,0,3
ij-healthgeographics.com,0,0,0,3
ijic.org,0,0,0,3
iml.univ-mrs.fr,0,0,0,3
in.tu-clausthal.de,0,0,0,3
ind.rwth-aachen.de,0,0,0,3
indiana.edu,0,0,0,3
informatik.uni-marburg.de,0,0,0,3
informatik.uni-ulm.de,0,0,0,3
ingentaconnect.com,0,0,0,3
io.csic.es,0,0,0,3
ira.inaf.it,0,0,0,3
iro.umontreal.ca,0,0,0,3
is.tuebingen.mpg.de,0,0,0,3
isi.edu,0,0,0,3
iupac.org,0,0,0,3
jat.oxfordjournals.org,0,0,0,3
jbiomedsem.biomedcentral.com,0,0,0,3
jdsjournal.com,0,0,0,3
jeremie.leguay.free.fr,0,0,0,3
jeremygreenwood.net,0,0,0,3
jhltonline.org,0,0,0,3
jhr.pensoft.net,0,0,0,3
jmir.org,0,0,0,3
jn.nutrition.org,0,0,0,3
jogh.org,0,0,0,3
journal-labphon.org,0,0,0,3
journalhealthsciences.com,0,0,0,3
journals.tubitak.gov.tr,0,0,0,3
journals.uair.arizona.edu,0,0,0,3
jove.com,0,0,0,3
jsort-icrea.uab.cat,0,0,0,3
justinaavfischer.de,0,0,0,3
kam.mff.cuni.cz,0,0,0,3
karlin.mff.cuni.cz,0,0,0,3
kennycoventry.org,0,0,0,3
ki.informatik.uni-frankfurt.de,0,0,0,3
kier.kyoto-u.ac.jp,0,0,0,3
kobra.bibliothek.uni-kassel.de,0,0,0,3
koza.if.uj.edu.pl,0,0,0,3
ku.de,0,0,0,3
laboratoriorevelli.it,0,0,0,3
lem.sssup.it,0,0,0,3
ling.uni-potsdam.de,0,0,0,3
literatur.ti.bund.de,0,0,0,3
lovelace.thi.informatik.uni-frankfurt.de,0,0,0,3
lungworkshop.org,0,0,0,3
lx.it.pt,0,0,0,3
m3.mathematik.tu-muenchen.de,0,0,0,3
material.bccn.uni-freiburg.de,0,0,0,3
math.canterbury.ac.nz,0,0,0,3
math.cmu.edu,0,0,0,3
math.mun.ca,0,0,0,3
math.nagoya-u.ac.jp,0,0,0,3
math.sp2mi.univ-poitiers.fr,0,0,0,3
math.sunysb.edu,0,0,0,3
math.ut.ee,0,0,0,3
math.wisc.edu,0,0,0,3
mathematik.uni-muenchen.de,0,0,0,3
mct.aacrjournals.org,0,0,0,3
mdm.sagepub.com,0,0,0,3
mechanics-industry.org,0,0,0,3
metallurgical-research.org,0,0,0,3
mi.fu-berlin.de,0,0,0,3
ml.informatik.uni-freiburg.de,0,0,0,3
molevol.cmima.csic.es,0,0,0,3
molevol.hhu.de,0,0,0,3
morpheo.inrialpes.fr,0,0,0,3
mpia-hd.mpg.de,0,0,0,3
mpifr-bonn.mpg.de,0,0,0,3
mpim-bonn.mpg.de,0,0,0,3
mre.faculty.asu.edu,0,0,0,3
msuq.physik.uni-osnabrueck.de,0,0,0,3
mvm.kit.edu,0,0,0,3
n.neurology.org,0,0,0,3
nanoscalereslett.springeropen.com,0,0,0,3
ncid.unav.edu,0,0,0,3
oei-dokumente.de,0,0,0,3
ofid.oxfordjournals.org,0,0,0,3
ojs.uniroma1.it,0,0,0,3
openscience.uni-leipzig.de,0,0,0,3
pa.mpa-garching.mpg.de,0,0,0,3
palmod.uni-bremen.de,0,0,0,3
papers.econ.ucy.ac.cy,0,0,0,3
parasite-journal.org,0,0,0,3
particle.thep.lu.se,0,0,0,3
peeters.physik.uni-bayreuth.de,0,0,0,3
people.mpi-inf.mpg.de,0,0,0,3
personal.lse.ac.uk,0,0,0,3
philadelphiafed.org,0,0,0,3
phloxgroup.files.wordpress.com,0,0,0,3
phys.ksu.edu,0,0,0,3
portal.findresearcher.sdu.dk,0,0,0,3
ppcms.univie.ac.at,0,0,0,3
psychsocgerontology.oxfordjournals.org,0,0,0,3
ptep.oxfordjournals.org,0,0,0,3
publish.csiro.au,0,0,0,3
ralfschmaelzle.net,0,0,0,3
ratio.huji.ac.il,0,0,0,3
rc.rcjournal.com,0,0,0,3
rcer.econ.rochester.edu,0,0,0,3
repec.kse.org.ua,0,0,0,3
rerf.or.jp,0,0,0,3
rheumatology.org,0,0,0,3
ricamricam.oeaw.ac.at,0,0,0,3
robertfilter.net,0,0,0,3
rsob.royalsocietypublishing.org,0,0,0,3
rss.onlinelibrary.wiley.com,0,0,0,3
rtcb.iitp.ru,0,0,0,3
scienti.minciencias.gov.co,0,0,0,3
scss.tcd.ie,0,0,0,3
scte18.conf.tuwien.ac.at,0,0,0,3
seas.upenn.edu,0,0,0,3
sfu.ca,0,0,0,3
shf-lhb.org,0,0,0,3
simced.de,0,0,0,3
sites.bu.edu,0,0,0,3
smithlabresearch.org,0,0,0,3
spacetelescope.org,0,0,0,3
staff.uni-mainz.de,0,0,0,3
statmodel.com,0,0,0,3
stem.lps.u-psud.fr,0,0,0,3
sti.bmj.com,0,0,0,3
stm.sciencemag.org,0,0,0,3
stochastik.uni-jena.de,0,0,0,3
syrte.obspm.fr,0,0,0,3
theinf2.informatik.uni-jena.de,0,0,0,3
thieme-connect.com,0,0,0,3
thieme-connect.de,0,0,0,3
treephys.oxfordjournals.org,0,0,0,3
tsys.tu-darmstadt.de,0,0,0,3
ttp.particle.uni-karlsruhe.de,0,0,0,3
ub.edu,0,0,0,3
ubscenter.uzh.ch,0,0,0,3
uni-regensburg.de,0,0,0,3
uni-salzburg.at,0,0,0,3
up.ac.za,0,0,0,3
userpage.fu-berlin.de,0,0,0,3
users.df.uba.ar,0,0,0,3
users.ugent.be,0,0,0,3
verify.rwth-aachen.de,0,0,0,3
waldwachstum.wzw.tum.de,0,0,0,3
we.vub.ac.be,0,0,0,3
web.econ.ku.dk,0,0,0,3
whoi.edu,0,0,0,3
win.tue.nl,0,0,0,3
wing.comp.nus.edu.sg,0,0,0,3
wiwi.uni-frankfurt.de,0,0,0,3
worldallergyorganizationjournal.org,0,0,0,3
wps-feb.ugent.be,0,0,0,3
wti.org,0,0,0,3
x3dom.org,0,0,0,3
.cs.fau.de,0,0,0,2
.cs.stonybrook.edu,0,0,0,2
.eeg.uminho.pt,0,0,0,2
.informatik.uni-freiburg.de,0,0,0,2
.informatik.uni-wuerzburg.de,0,0,0,2
.marilia.unesp.br,0,0,0,2
.math.umd.edu,0,0,0,2
.spms.ntu.edu.sg,0,0,0,2
.toulouse.inra.fr,0,0,0,2
8.griffith.edu.au,0,0,0,2
aaojournal.org,0,0,0,2
abbs.oxfordjournals.org,0,0,0,2
abr.ijs.si,0,0,0,2
aca.scitation.org,0,0,0,2
achengula.weebly.com,0,0,0,2
acn.oxfordjournals.org,0,0,0,2
actuaries.org,0,0,0,2
adni.loni.usc.edu,0,0,0,2
aem.asm.org,0,0,0,2
ageing.oxfordjournals.org,0,0,0,2
agronomy-journal.org,0,0,0,2
agsm.edu.au,0,0,0,2
aidanhogan.com,0,0,0,2
ajpgi.physiology.org,0,0,0,2
ajph.aphapublications.org,0,0,0,2
ajpregu.physiology.org,0,0,0,2
akt.tu-berlin.de,0,0,0,2
alainconnes.org,0,0,0,2
alfresco-guest.uclouvain.be,0,0,0,2
allpsych.uni-giessen.de,0,0,0,2
amnh.org,0,0,0,2
amor.cms.hu-berlin.de,0,0,0,2
amstat.tandfonline.com,0,0,0,2
amw2008.econ.usyd.edu.au,0,0,0,2
anale.feaa.uaic.ro,0,0,0,2
analysis.math.uni-kiel.de,0,0,0,2
annals.org,0,0,0,2
anson.ucdavis.edu,0,0,0,2
apa.org,0,0,0,2
apsjournals.apsnet.org,0,0,0,2
arnoriedl.com,0,0,0,2
aslopubs.onlinelibrary.wiley.com,0,0,0,2
ast.cam.ac.uk,0,0,0,2
astro.physik.uni-potsdam.de,0,0,0,2
atmospheric-chemistry-and-physics.net,0,0,0,2
atto.tau.ac.il,0,0,0,2
automatica.dei.unipd.it,0,0,0,2
bancaditalia.it,0,0,0,2
bankofcanada.ca,0,0,0,2
bc.edu,0,0,0,2
bc3research.org,0,0,0,2
bcl.lu,0,0,0,2
bear.fhcrc.org,0,0,0,2
becergroup.sems.qmul.ac.uk,0,0,0,2
beheco.oxfordjournals.org,0,0,0,2
berndporr.me.uk,0,0,0,2
bgc-jena.mpg.de,0,0,0,2
bgu.ac.il,0,0,0,2
bik-f.de,0,0,0,2
bioelectromagnetics.org,0,0,0,2
bioinfo.ut.ee,0,0,0,2
bioinformatics.rutgers.edu,0,0,0,2
biological-networks.org,0,0,0,2
biologicalpsychiatryjournal.com,0,0,0,2
biolsci.org,0,0,0,2
biosimu.org,0,0,0,2
biospec.net,0,0,0,2
biotec.tu-dresden.de,0,0,0,2
bisb.uni-bayreuth.de,0,0,0,2
bmcdevbiol.biomedcentral.com,0,0,0,2
bmcfampract.biomedcentral.com,0,0,0,2
bmcpregnancychildbirth.biomedcentral.com,0,0,0,2
bmcpublichealth.biomedcentral.com,0,0,0,2
brain.mpg.de,0,0,0,2
brainsignals.de,0,0,0,2
brandeis.edu,0,0,0,2
bruegel.org,0,0,0,2
bsgf.fr,0,0,0,2
bsppjournals.onlinelibrary.wiley.com,0,0,0,2
bus.lsu.edu,0,0,0,2
cacr.uwaterloo.ca,0,0,0,2
capmh.biomedcentral.com,0,0,0,2
cba.am,0,0,0,2
ccg.msm.cam.ac.uk,0,0,0,2
cdc.pks.mpg.de,0,0,0,2
cdn1.sph.harvard.edu,0,0,0,2
ce.sharif.ac.ir,0,0,0,2
cedia.ca,0,0,0,2
cedlas.econo.unlp.edu.ar,0,0,0,2
cefup.fep.up.pt,0,0,0,2
celsi.sk,0,0,0,2
cendef.uva.nl,0,0,0,2
ceps.eu,0,0,0,2
cermat.org,0,0,0,2
cg.informatik.uni-freiburg.de,0,0,0,2
cg.tuwien.ac.at,0,0,0,2
cgg.mff.cuni.cz,0,0,0,2
cgi.csc.liv.ac.uk,0,0,0,2
chapman.edu,0,0,0,2
chemie.uni-bayreuth.de,0,0,0,2
chicagofed.org,0,0,0,2
cidlab.com,0,0,0,2
cimec.org.ar,0,0,0,2
cireqmontreal.com,0,0,0,2
cjasn.asnjournals.org,0,0,0,2
clevelandfed.org,0,0,0,2
cliometrie.org,0,0,0,2
cmap.polytechnique.fr,0,0,0,2
cob.calpoly.edu,0,0,0,2
cogitatiopress.com,0,0,0,2
cogneuro-lab.org,0,0,0,2
cogsci.ucsd.edu,0,0,0,2
coldatoms.lens.unifi.it,0,0,0,2
collabra.org,0,0,0,2
coma.ulg.ac.be,0,0,0,2
comet.lehman.cuny.edu,0,0,0,2
comisef.eu,0,0,0,2
comlab.ox.ac.uk,0,0,0,2
complex.unizar.es,0,0,0,2
core.ac.uk,0,0,0,2
cosmotography.com,0,0,0,2
cpb.nl,0,0,0,2
cps-bu.edu,0,0,0,2
cs.auckland.ac.nz,0,0,0,2
cs.haifa.ac.il,0,0,0,2
cs.kuleuven.be,0,0,0,2
cs.nott.ac.uk,0,0,0,2
cs.nyu.edu,0,0,0,2
cs.sunysb.edu,0,0,0,2
cs.swan.ac.uk,0,0,0,2
cs.technion.ac.il,0,0,0,2
cs.ubc.ca,0,0,0,2
cs.umd.edu,0,0,0,2
cs.unc.edu,0,0,0,2
cs.utah.edu,0,0,0,2
cs.uwaterloo.ca,0,0,0,2
cs.washington.edu,0,0,0,2
csail.mit.edu,0,0,0,2
csc.kth.se,0,0,0,2
csc.liv.ac.uk,0,0,0,2
css.cornell.edu,0,0,0,2
csum-dspace.calstate.edu,0,0,0,2
csusm-dspace.calstate.edu,0,0,0,2
cv.infowantstobeseen.org,0,0,0,2
cvmet.misis.ru,0,0,0,2
cybertron.cg.tu-berlin.de,0,0,0,2
damtp.cam.ac.uk,0,0,0,2
danko-nikolic.com,0,0,0,2
dbm.neuro.uni-jena.de,0,0,0,2
dcc.uchile.cl,0,0,0,2
ddl.ish-lyon.cnrs.fr,0,0,0,2
decisionslab.unl.edu,0,0,0,2
dft.uci.edu,0,0,0,2
di.unito.it,0,0,0,2
digitool.library.mcgill.ca,0,0,0,2
digituma.uma.pt,0,0,0,2
dim.uchile.cl,0,0,0,2
dipartimenti.unicatt.it,0,0,0,2
dis.uniroma1.it,0,0,0,2
disco.cs.uni-kl.de,0,0,0,2
disei.unifi.it,0,0,0,2
disi.unige.it,0,0,0,2
diuf.unifr.ch,0,0,0,2
dmg.tuwien.ac.at,0,0,0,2
documentos.fedea.net,0,0,0,2
documents.irevues.inist.fr,0,0,0,2
dovepress.com,0,0,0,2
download.thelancet.com,0,0,0,2
dsn.tm.kit.edu,0,0,0,2
dvs.tu-darmstadt.de,0,0,0,2
dynamic-connectome.org,0,0,0,2
e3s-conferences.org,0,0,0,2
ebd10.ebd.csic.es,0,0,0,2
ece.tufts.edu,0,0,0,2
ece.uwaterloo.ca,0,0,0,2
econ.core.hu,0,0,0,2
econ.unipg.it,0,0,0,2
econ.upf.edu,0,0,0,2
econometica.it,0,0,0,2
economiaefinanza.luiss.it,0,0,0,2
economics.uni-linz.ac.at,0,0,0,2
economics.yale.edu,0,0,0,2
ee.columbia.edu,0,0,0,2
eecs.umich.edu,0,0,0,2
eforenergy.org,0,0,0,2
eief.it,0,0,0,2
einstein.yu.edu,0,0,0,2
ejh.it,0,0,0,2
emc2012.org.uk,0,0,0,2
emerald.com,0,0,0,2
emj.bmj.com,0,0,0,2
endocrineconnections.com,0,0,0,2
entu.cas.cz,0,0,0,2
eprints.aston.ac.uk,0,0,0,2
epsppd.epfl.ch,0,0,0,2
eria.org,0,0,0,2
eroit.allrital.de,0,0,0,2
err.ersjournals.com,0,0,0,2
esperia.iesl.forth.gr,0,0,0,2
etpf.org,0,0,0,2
etsg.org,0,0,0,2
eurandom.tue.nl,0,0,0,2
europa.informatik.uni-freiburg.de,0,0,0,2
ewh.ieee.org,0,0,0,2
experimental-psychology.org,0,0,0,2
facm.ucl.ac.be,0,0,0,2
fakultaetsseminar.uni-mannheim.de,0,0,0,2
fdslive.oup.com,0,0,0,2
fiwi.uni-bayreuth.de,0,0,0,2
floriansteinke.net,0,0,0,2
folk.uio.no,0,0,0,2
forestecosyst.com,0,0,0,2
freit.org,0,0,0,2
frontiersneurophotonics.org,0,0,0,2
fruits.edpsciences.org,0,0,0,2
fst.umac.mo,0,0,0,2
fusionsites.ciemat.es,0,0,0,2
fys.ku.dk,0,0,0,2
gael.univ-grenoble-alpes.fr,0,0,0,2
gcoe.ier.hit-u.ac.jp,0,0,0,2
gemf.fe.uc.pt,0,0,0,2
geneticsmr.com,0,0,0,2
geo.uu.nl,0,0,0,2
geog.uni-heidelberg.de,0,0,0,2
geojournals.pgi.gov.pl,0,0,0,2
geology.gsapubs.org,0,0,0,2
gesd.free.fr,0,0,0,2
gfx.cs.princeton.edu,0,0,0,2
gianola.seas.upenn.edu,0,0,0,2
globescan.com,0,0,0,2
glyndwr.collections.crest.ac.uk,0,0,0,2
gredi.recherche.usherbrooke.ca,0,0,0,2
gregorywheeler.org,0,0,0,2
grids.ucs.indiana.edu,0,0,0,2
grouper.ieee.org,0,0,0,2
groups.csail.mit.edu,0,0,0,2
gtap.agecon.purdue.edu,0,0,0,2
hal-auf.archives-ouvertes.fr,0,0,0,2
hal-ensta-paris.archives-ouvertes.fr,0,0,0,2
hal-meteofrance.archives-ouvertes.fr,0,0,0,2
hal-pse.archives-ouvertes.fr,0,0,0,2
hal-sciencespo.archives-ouvertes.fr,0,0,0,2
hal-univ-lyon1.archives-ouvertes.fr,0,0,0,2
hal.univ-antilles.fr,0,0,0,2
hal.univ-guyane.fr,0,0,0,2
hb.diva-portal.org,0,0,0,2
heikohamann.de,0,0,0,2
hera.inf-cv.uni-jena.de,0,0,0,2
homepage.agrl.ethz.ch,0,0,0,2
homepage.lnu.se,0,0,0,2
homepage.rub.de,0,0,0,2
homepage.ruhr-uni-bochum.de,0,0,0,2
homepages.cwi.nl,0,0,0,2
homepages.laas.fr,0,0,0,2
homepages.mcs.vuw.ac.nz,0,0,0,2
homepages.ucl.ac.uk,0,0,0,2
homepages.vub.ac.be,0,0,0,2
hoover.org,0,0,0,2
humupd.oxfordjournals.org,0,0,0,2
i12ira.uka.de,0,0,0,2
iapt-taxon.org,0,0,0,2
ibis.tau.ac.il,0,0,0,2
icsi.berkeley.edu,0,0,0,2
ideas.climatecon.tu-berlin.de,0,0,0,2
ie.technion.ac.il,0,0,0,2
ifk-cfs.de,0,0,0,2
ifpri.org,0,0,0,2
ifs.u-strasbg.fr,0,0,0,2
igoresha.virtualave.net,0,0,0,2
iiasa.ac.at,0,0,0,2
ije.oxfordjournals.org,0,0,0,2
ijs.microbiologyresearch.org,0,0,0,2
ilabs.washington.edu,0,0,0,2
imagine.enpc.fr,0,0,0,2
imeko2009.it.pt,0,0,0,2
imes.boj.or.jp,0,0,0,2
informahealthcare.com,0,0,0,2
informatik.uni-hamburg.de,0,0,0,2
informatik.uni-trier.de,0,0,0,2
ing.unitn.it,0,0,0,2
int.washington.edu,0,0,0,2
international.ucla.edu,0,0,0,2
ir.nctu.edu.tw,0,0,0,2
iridia.ulb.ac.be,0,0,0,2
ise.bgu.ac.il,0,0,0,2
isgcs.uni-magdeburg.de,0,0,0,2
isi.fraunhofer.de,0,0,0,2
isid.ac.in,0,0,0,2
isislab.es,0,0,0,2
isp.uni-luebeck.de,0,0,0,2
itp.uni-hannover.de,0,0,0,2
ivan-art.com,0,0,0,2
iwb.vwl.uni-muenchen.de,0,0,0,2
jasmin.goeg.at,0,0,0,2
jasss.soc.surrey.ac.uk,0,0,0,2
jcsm.info,0,0,0,2
jneuroinflammation.com,0,0,0,2
jnmjournal.org,0,0,0,2
joachimschummer.net,0,0,0,2
journal.niidi.ru,0,0,0,2
journals.ioffe.ru,0,0,0,2
journals.iucr.org,0,0,0,2
jpet.aspetjournals.org,0,0,0,2
jstage.jst.go.jp,0,0,0,2
kansascityfed.org,0,0,0,2
kent.ac.uk,0,0,0,2
ki.informatik.uni-wuerzburg.de,0,0,0,2
kidlab.swarthmore.edu,0,0,0,2
l3s.de,0,0,0,2
labri.fr,0,0,0,2
lamsade.dauphine.fr,0,0,0,2
larspenke.eu,0,0,0,2
le.ac.uk,0,0,0,2
lear.inrialpes.fr,0,0,0,2
learnmem.cshlp.org,0,0,0,2
ley-lab.liai.org,0,0,0,2
library.utia.cas.cz,0,0,0,2
linv.org,0,0,0,2
lisdatacenter.org,0,0,0,2
liverpool.ac.uk,0,0,0,2
lmb.informatik.uni-freiburg.de,0,0,0,2
lmd.jussieu.fr,0,0,0,2
logique.jussieu.fr,0,0,0,2
lsd.ls.fi.upm.es,0,0,0,2
ma2.upc.edu,0,0,0,2
maartenloonen.nl,0,0,0,2
macroeconomics.tu-berlin.de,0,0,0,2
mais-journal.ru,0,0,0,2
malariajournal.com,0,0,0,2
martinlaporte.weebly.com,0,0,0,2
massey.ac.nz,0,0,0,2
math.aalto.fi,0,0,0,2
math.boisestate.edu,0,0,0,2
math.cas.cz,0,0,0,2
math.chalmers.se,0,0,0,2
math.clemson.edu,0,0,0,2
math.cuhk.edu.hk,0,0,0,2
math.fau.edu,0,0,0,2
math.hu-berlin.de,0,0,0,2
math.jussieu.fr,0,0,0,2
math.leidenuniv.nl,0,0,0,2
math.lsa.umich.edu,0,0,0,2
math.nyu.edu,0,0,0,2
math.rutgers.edu,0,0,0,2
math.sciences.univ-nantes.fr,0,0,0,2
math.stanford.edu,0,0,0,2
math.u-bordeaux1.fr,0,0,0,2
math.ucdavis.edu,0,0,0,2
math.uchicago.edu,0,0,0,2
